deviceVendor,deviceProduct,deviceVersion,signatureId,severity,name,start,rt,msg,shost,smac,dhost,dmac,suser,suid,externalId,cs1Label,cs1
Microsoft,Windows Vista,1.0,Microsoft-Windows-Security-Auditing:4624,3,An account was successfully logged on.,2022-09-26T04:49:00.030000Z,1664167740.03,This event is generated when a logon session is created. It is generated on the computer that was accessed. The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service - or a local process such as Winlogon.exe or Services.exe. The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network). The New Logon fields indicate the account for whom the new logon was created - i.e. the account that was logged on. The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases. The impersonation level field indicates the extent to which a process in the logon session can impersonate. The authentication information fields provide detailed information about this specific logon request. - Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. - Transited services indicate which intermediate services have participated in this logon request. - Package name indicates which sub-protocol was used among the NTLM protocols. - Key length indicates the length of the generated session key. This will be 0 if no session key was requested.,LENOVO-WMSRNA5IMHD2,7C:B0:C2:32:6a:09,w2019r2005-srv,90:61:AE:bc:62:8f,LENOVO-WMSRNA5IMHD2$,1BC34A4,4624,payload,
Microsoft,Windows Vista,1.0,Microsoft-Windows-Security-Auditing:4624,3,An account was successfully logged on.,2022-09-26T04:49:01.030000Z,1664167741.03,This event is generated when a logon session is created. It is generated on the computer that was accessed. The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service - or a local process such as Winlogon.exe or Services.exe. The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network). The New Logon fields indicate the account for whom the new logon was created - i.e. the account that was logged on. The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases. The impersonation level field indicates the extent to which a process in the logon session can impersonate. The authentication information fields provide detailed information about this specific logon request. - Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. - Transited services indicate which intermediate services have participated in this logon request. - Package name indicates which sub-protocol was used among the NTLM protocols. - Key length indicates the length of the generated session key. This will be 0 if no session key was requested.,LENOVO-WMSRNA5IMHD2,7C:B0:C2:32:6a:09,w2019r2005-srv,90:61:AE:bc:62:8f,KAuroralee,1BC34A4,4624,payload,
Microsoft,Windows Vista,1.0,Microsoft-Windows-Security-Auditing:4624,3,An account was successfully logged on.,2022-09-26T04:49:42.115000Z,1664167782.115,This event is generated when a logon session is created. It is generated on the computer that was accessed. The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service - or a local process such as Winlogon.exe or Services.exe. The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network). The New Logon fields indicate the account for whom the new logon was created - i.e. the account that was logged on. The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases. The impersonation level field indicates the extent to which a process in the logon session can impersonate. The authentication information fields provide detailed information about this specific logon request. - Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. - Transited services indicate which intermediate services have participated in this logon request. - Package name indicates which sub-protocol was used among the NTLM protocols. - Key length indicates the length of the generated session key. This will be 0 if no session key was requested.,rlyuca-pc,3C:A9:F4:e8:fc:15,w2019r2005-srv,90:61:AE:bc:62:8f,rlyuca-pc$,42CB2F5,4624,payload,
Microsoft,Windows Server 2008,1.0,Microsoft-Windows-Security-Auditing:4624,3,An account was successfully logged on.,2022-09-26T04:49:43.115000Z,1664167783.115,This event is generated when a logon session is created. It is generated on the computer that was accessed. The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service - or a local process such as Winlogon.exe or Services.exe. The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network). The New Logon fields indicate the account for whom the new logon was created - i.e. the account that was logged on. The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases. The impersonation level field indicates the extent to which a process in the logon session can impersonate. The authentication information fields provide detailed information about this specific logon request. - Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. - Transited services indicate which intermediate services have participated in this logon request. - Package name indicates which sub-protocol was used among the NTLM protocols. - Key length indicates the length of the generated session key. This will be 0 if no session key was requested.,rlyuca-pc,3C:A9:F4:e8:fc:15,w2019r2005-srv,90:61:AE:bc:62:8f,RLyuca,42CB2F5,4624,payload,
Microsoft,Windows Vista,1.0,Microsoft-Windows-Security-Auditing:4624,3,An account was successfully logged on.,2022-09-26T04:50:24.200000Z,1664167824.2,This event is generated when a logon session is created. It is generated on the computer that was accessed. The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service - or a local process such as Winlogon.exe or Services.exe. The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network). The New Logon fields indicate the account for whom the new logon was created - i.e. the account that was logged on. The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases. The impersonation level field indicates the extent to which a process in the logon session can impersonate. The authentication information fields provide detailed information about this specific logon request. - Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. - Transited services indicate which intermediate services have participated in this logon request. - Package name indicates which sub-protocol was used among the NTLM protocols. - Key length indicates the length of the generated session key. This will be 0 if no session key was requested.,ealjosha07-pc,00:16:76:af:fc:3f,w2012r2002-srv,90:E2:BA:52:e4:67,ealjosha07-pc$,B908645,4624,payload,
Microsoft,Windows Server 2008,1.0,Microsoft-Windows-Security-Auditing:4624,3,An account was successfully logged on.,2022-09-26T04:50:25.200000Z,1664167825.2,This event is generated when a logon session is created. It is generated on the computer that was accessed. The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service - or a local process such as Winlogon.exe or Services.exe. The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network). The New Logon fields indicate the account for whom the new logon was created - i.e. the account that was logged on. The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases. The impersonation level field indicates the extent to which a process in the logon session can impersonate. The authentication information fields provide detailed information about this specific logon request. - Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. - Transited services indicate which intermediate services have participated in this logon request. - Package name indicates which sub-protocol was used among the NTLM protocols. - Key length indicates the length of the generated session key. This will be 0 if no session key was requested.,ealjosha07-pc,00:16:76:af:fc:3f,w2012r2002-srv,90:E2:BA:52:e4:67,EAljosha,B908645,4624,payload,
Microsoft,Windows Vista,1.0,Microsoft-Windows-Security-Auditing:4659,3,A handle to an object was requested with intent to delete.,2022-09-26T04:51:06.285000Z,1664167866.285,A handle to an object was requested with intent to delete.,kmatin-pc,00:E0:4C:66:1d:c4,w2014r2001-srv,14:4F:8A:d9:49:b6,KMatin,,4659,payload,
Microsoft,Windows Server 2008,1.0,Microsoft-Windows-Security-Auditing:4624,3,An account was successfully logged on.,2022-09-26T04:51:48.370000Z,1664167908.37,This event is generated when a logon session is created. It is generated on the computer that was accessed. The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service - or a local process such as Winlogon.exe or Services.exe. The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network). The New Logon fields indicate the account for whom the new logon was created - i.e. the account that was logged on. The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases. The impersonation level field indicates the extent to which a process in the logon session can impersonate. The authentication information fields provide detailed information about this specific logon request. - Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. - Transited services indicate which intermediate services have participated in this logon request. - Package name indicates which sub-protocol was used among the NTLM protocols. - Key length indicates the length of the generated session key. This will be 0 if no session key was requested.,LAPTOP-KRHPSJNX795,60:67:20:42:90:d3,w2012r2010-srv,00:E0:4C:d9:16:1e,LAPTOP-KRHPSJNX795$,B5B803A,4624,payload,
Microsoft,Windows Server 2008,1.0,Microsoft-Windows-Security-Auditing:4624,3,An account was successfully logged on.,2022-09-26T04:51:49.370000Z,1664167909.37,This event is generated when a logon session is created. It is generated on the computer that was accessed. The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service - or a local process such as Winlogon.exe or Services.exe. The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network). The New Logon fields indicate the account for whom the new logon was created - i.e. the account that was logged on. The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases. The impersonation level field indicates the extent to which a process in the logon session can impersonate. The authentication information fields provide detailed information about this specific logon request. - Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. - Transited services indicate which intermediate services have participated in this logon request. - Package name indicates which sub-protocol was used among the NTLM protocols. - Key length indicates the length of the generated session key. This will be 0 if no session key was requested.,LAPTOP-KRHPSJNX795,60:67:20:42:90:d3,w2012r2010-srv,00:E0:4C:d9:16:1e,KAbdulhadi,B5B803A,4624,payload,
Microsoft,Windows Vista,1.0,Microsoft-Windows-Security-Auditing:4624,3,An account was successfully logged on.,2022-09-26T04:52:30.455000Z,1664167950.455,This event is generated when a logon session is created. It is generated on the computer that was accessed. The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service - or a local process such as Winlogon.exe or Services.exe. The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network). The New Logon fields indicate the account for whom the new logon was created - i.e. the account that was logged on. The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases. The impersonation level field indicates the extent to which a process in the logon session can impersonate. The authentication information fields provide detailed information about this specific logon request. - Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. - Transited services indicate which intermediate services have participated in this logon request. - Package name indicates which sub-protocol was used among the NTLM protocols. - Key length indicates the length of the generated session key. This will be 0 if no session key was requested.,DELL-4MMZ83NE0G05,5C:C5:D4:6f:6a:e6,w2012r2003-srv,00:E0:4C:91:82:cc,DELL-4MMZ83NE0G05$,CB83290,4624,payload,
Microsoft,Windows Vista,1.0,Microsoft-Windows-Security-Auditing:4624,3,An account was successfully logged on.,2022-09-26T04:52:31.455000Z,1664167951.455,This event is generated when a logon session is created. It is generated on the computer that was accessed. The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service - or a local process such as Winlogon.exe or Services.exe. The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network). The New Logon fields indicate the account for whom the new logon was created - i.e. the account that was logged on. The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases. The impersonation level field indicates the extent to which a process in the logon session can impersonate. The authentication information fields provide detailed information about this specific logon request. - Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. - Transited services indicate which intermediate services have participated in this logon request. - Package name indicates which sub-protocol was used among the NTLM protocols. - Key length indicates the length of the generated session key. This will be 0 if no session key was requested.,DELL-4MMZ83NE0G05,5C:C5:D4:6f:6a:e6,w2012r2003-srv,00:E0:4C:91:82:cc,HKoko,CB83290,4624,payload,
Microsoft,Windows Server 2008,1.0,Microsoft-Windows-Security-Auditing:4624,3,An account was successfully logged on.,2022-09-26T04:53:12.540000Z,1664167992.54,This event is generated when a logon session is created. It is generated on the computer that was accessed. The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service - or a local process such as Winlogon.exe or Services.exe. The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network). The New Logon fields indicate the account for whom the new logon was created - i.e. the account that was logged on. The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases. The impersonation level field indicates the extent to which a process in the logon session can impersonate. The authentication information fields provide detailed information about this specific logon request. - Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. - Transited services indicate which intermediate services have participated in this logon request. - Package name indicates which sub-protocol was used among the NTLM protocols. - Key length indicates the length of the generated session key. This will be 0 if no session key was requested.,ACER-A9UTC08KQD6,7C:7A:91:28:2d:3f,ydeerika-pc,00:E0:4C:15:ba:fd,ACER-A9UTC08KQD6$,C4BDC82,4624,payload,
Microsoft,Windows Vista,1.0,Microsoft-Windows-Security-Auditing:4624,3,An account was successfully logged on.,2022-09-26T04:53:13.540000Z,1664167993.54,This event is generated when a logon session is created. It is generated on the computer that was accessed. The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service - or a local process such as Winlogon.exe or Services.exe. The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network). The New Logon fields indicate the account for whom the new logon was created - i.e. the account that was logged on. The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases. The impersonation level field indicates the extent to which a process in the logon session can impersonate. The authentication information fields provide detailed information about this specific logon request. - Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. - Transited services indicate which intermediate services have participated in this logon request. - Package name indicates which sub-protocol was used among the NTLM protocols. - Key length indicates the length of the generated session key. This will be 0 if no session key was requested.,ACER-A9UTC08KQD6,7C:7A:91:28:2d:3f,ydeerika-pc,00:E0:4C:15:ba:fd,YDeerika,C4BDC82,4624,payload,
Microsoft,Windows Server 2008,1.0,Microsoft-Windows-Security-Auditing:4647,3,User initiated logoff.,2022-09-26T04:53:54.625000Z,1664168034.625,This event is generated when a logoff is initiated but the token reference count is not zero and the logon session cannot be destroyed.  No further user-initiated activity can occur. This event can be interpreted as a logoff event.,LINUX-TWAYBRPON867,C8:34:8E:6b:e5:eb,jsubak01-pc,00:E0:4C:05:df:4c,JSubak,21C8606,4647,payload,
Microsoft,Windows Server 2008,1.0,Microsoft-Windows-Security-Auditing:4634,3,An account was logged off.,2022-09-26T04:53:55.625000Z,1664168035.625,This event is generated when a logon session is destroyed. It may be positively correlated with a logon event using the Logon ID value. Logon IDs are only unique between reboots on the same computer.,LINUX-TWAYBRPON867,C8:34:8E:6b:e5:eb,jsubak01-pc,00:E0:4C:05:df:4c,JSubak,21C8606,4634,payload,
Microsoft,Windows Server 2008,1.0,Microsoft-Windows-Security-Auditing:4624,3,An account was successfully logged on.,2022-09-26T04:53:56.625000Z,1664168036.625,This event is generated when a logon session is created. It is generated on the computer that was accessed. The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service - or a local process such as Winlogon.exe or Services.exe. The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network). The New Logon fields indicate the account for whom the new logon was created - i.e. the account that was logged on. The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases. The impersonation level field indicates the extent to which a process in the logon session can impersonate. The authentication information fields provide detailed information about this specific logon request. - Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. - Transited services indicate which intermediate services have participated in this logon request. - Package name indicates which sub-protocol was used among the NTLM protocols. - Key length indicates the length of the generated session key. This will be 0 if no session key was requested.,LAPTOP-27XQDPA1Q,B4:B6:76:7c:47:e7,jsubak01-pc,00:E0:4C:05:df:4c,LAPTOP-27XQDPA1Q$,6A5DAD1,4624,payload,
Microsoft,Windows Server 2008,1.0,Microsoft-Windows-Security-Auditing:4624,3,An account was successfully logged on.,2022-09-26T04:53:57.625000Z,1664168037.625,This event is generated when a logon session is created. It is generated on the computer that was accessed. The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service - or a local process such as Winlogon.exe or Services.exe. The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network). The New Logon fields indicate the account for whom the new logon was created - i.e. the account that was logged on. The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases. The impersonation level field indicates the extent to which a process in the logon session can impersonate. The authentication information fields provide detailed information about this specific logon request. - Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. - Transited services indicate which intermediate services have participated in this logon request. - Package name indicates which sub-protocol was used among the NTLM protocols. - Key length indicates the length of the generated session key. This will be 0 if no session key was requested.,LAPTOP-27XQDPA1Q,B4:B6:76:7c:47:e7,jsubak01-pc,00:E0:4C:05:df:4c,JSubak,6A5DAD1,4624,payload,
Microsoft,Windows Vista,1.0,Microsoft-Windows-Security-Auditing:4794,10,An attempt was made to set the Directory Services Restore Mode.,2022-09-26T04:54:36.710000Z,1664168076.71,An attempt was made to set the Directory Services Restore Mode administrator password.,RHEL-U3QH1N3VS,64:80:99:39:45:85,marthor-pc,00:E0:4C:5c:6c:94,MArthor,,4794,payload,
Microsoft,Windows Vista,1.0,Microsoft-Windows-Security-Auditing:4647,3,User initiated logoff.,2022-09-26T04:55:18.795000Z,1664168118.795,This event is generated when a logoff is initiated but the token reference count is not zero and the logon session cannot be destroyed.  No further user-initiated activity can occur. This event can be interpreted as a logoff event.,ljaella01-pc,00:E0:4C:2c:c7:a1,w2014r2004-srv,00:90:27:66:1c:2a,LJaella,8C15EB8,4647,payload,
Microsoft,Windows Vista,1.0,Microsoft-Windows-Security-Auditing:4634,3,An account was logged off.,2022-09-26T04:55:19.795000Z,1664168119.795,This event is generated when a logon session is destroyed. It may be positively correlated with a logon event using the Logon ID value. Logon IDs are only unique between reboots on the same computer.,ljaella01-pc,00:E0:4C:2c:c7:a1,w2014r2004-srv,00:90:27:66:1c:2a,LJaella,8C15EB8,4634,payload,
Microsoft,Windows Server 2008,1.0,Microsoft-Windows-Security-Auditing:4624,3,An account was successfully logged on.,2022-09-26T04:55:20.795000Z,1664168120.795,This event is generated when a logon session is created. It is generated on the computer that was accessed. The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service - or a local process such as Winlogon.exe or Services.exe. The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network). The New Logon fields indicate the account for whom the new logon was created - i.e. the account that was logged on. The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases. The impersonation level field indicates the extent to which a process in the logon session can impersonate. The authentication information fields provide detailed information about this specific logon request. - Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. - Transited services indicate which intermediate services have participated in this logon request. - Package name indicates which sub-protocol was used among the NTLM protocols. - Key length indicates the length of the generated session key. This will be 0 if no session key was requested.,MARVIN-6JR2CYQW,64:32:A8:98:bd:87,w2014r2004-srv,00:90:27:66:1c:2a,MARVIN-6JR2CYQW$,CEC62BD,4624,payload,
Microsoft,Windows Vista,1.0,Microsoft-Windows-Security-Auditing:4624,3,An account was successfully logged on.,2022-09-26T04:55:21.795000Z,1664168121.795,This event is generated when a logon session is created. It is generated on the computer that was accessed. The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service - or a local process such as Winlogon.exe or Services.exe. The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network). The New Logon fields indicate the account for whom the new logon was created - i.e. the account that was logged on. The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases. The impersonation level field indicates the extent to which a process in the logon session can impersonate. The authentication information fields provide detailed information about this specific logon request. - Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. - Transited services indicate which intermediate services have participated in this logon request. - Package name indicates which sub-protocol was used among the NTLM protocols. - Key length indicates the length of the generated session key. This will be 0 if no session key was requested.,MARVIN-6JR2CYQW,64:32:A8:98:bd:87,w2014r2004-srv,00:90:27:66:1c:2a,LJaella,CEC62BD,4624,payload,
Microsoft,Windows Server 2008,1.0,Microsoft-Windows-Security-Auditing:4624,3,An account was successfully logged on.,2022-09-26T04:56:00.880000Z,1664168160.88,This event is generated when a logon session is created. It is generated on the computer that was accessed. The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service - or a local process such as Winlogon.exe or Services.exe. The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network). The New Logon fields indicate the account for whom the new logon was created - i.e. the account that was logged on. The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases. The impersonation level field indicates the extent to which a process in the logon session can impersonate. The authentication information fields provide detailed information about this specific logon request. - Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. - Transited services indicate which intermediate services have participated in this logon request. - Package name indicates which sub-protocol was used among the NTLM protocols. - Key length indicates the length of the generated session key. This will be 0 if no session key was requested.,MARVIN-AIGVD54L0PL,44:85:00:d6:62:9b,kabdulhadi09-pc,00:21:6A:ed:2e:34,MARVIN-AIGVD54L0PL$,1D1F270,4624,payload,
Microsoft,Windows Server 2008,1.0,Microsoft-Windows-Security-Auditing:4624,3,An account was successfully logged on.,2022-09-26T04:56:01.880000Z,1664168161.88,This event is generated when a logon session is created. It is generated on the computer that was accessed. The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service - or a local process such as Winlogon.exe or Services.exe. The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network). The New Logon fields indicate the account for whom the new logon was created - i.e. the account that was logged on. The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases. The impersonation level field indicates the extent to which a process in the logon session can impersonate. The authentication information fields provide detailed information about this specific logon request. - Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. - Transited services indicate which intermediate services have participated in this logon request. - Package name indicates which sub-protocol was used among the NTLM protocols. - Key length indicates the length of the generated session key. This will be 0 if no session key was requested.,MARVIN-AIGVD54L0PL,44:85:00:d6:62:9b,kabdulhadi09-pc,00:21:6A:ed:2e:34,KAbdulhadi,1D1F270,4624,payload,
Microsoft,Windows 10,1.0,Microsoft-Windows-Security-Auditing:4798,3,A user's local group membership was enumerated.,2022-09-26T04:56:42.965000Z,1664168202.965,A user's local group membership was enumerated.,welayshia03-pc,90:78:41:b7:49:0f,w2012r2002-srv,90:E2:BA:52:e4:67,WElayshia,,4798,payload,
Microsoft,Windows Vista,1.0,Microsoft-Windows-Security-Auditing:5065,3,A cryptographic context modification was attempted.,2022-09-26T04:57:25.050000Z,1664168245.05,A cryptographic context modification was attempted.,hnjomza09-pc,04:D3:B0:3b:3a:5a,w2012r2003-srv,E4:42:A6:f2:f6:bf,HNjomza,,5065,payload,
Microsoft,Windows Server 2008,1.0,Microsoft-Windows-Security-Auditing:4647,3,User initiated logoff.,2022-09-26T04:58:07.135000Z,1664168287.135,This event is generated when a logoff is initiated but the token reference count is not zero and the logon session cannot be destroyed.  No further user-initiated activity can occur. This event can be interpreted as a logoff event.,candreea08-pc,E4:B3:18:2c:02:51,candreea05-pc,00:E0:4C:8d:66:62,CAndreea,86AAC3B,4647,payload,
Microsoft,Windows Server 2008,1.0,Microsoft-Windows-Security-Auditing:4634,3,An account was logged off.,2022-09-26T04:58:08.135000Z,1664168288.135,This event is generated when a logon session is destroyed. It may be positively correlated with a logon event using the Logon ID value. Logon IDs are only unique between reboots on the same computer.,candreea08-pc,E4:B3:18:2c:02:51,candreea05-pc,00:E0:4C:8d:66:62,CAndreea,86AAC3B,4634,payload,
Microsoft,Windows Server 2008,1.0,Microsoft-Windows-Security-Auditing:4624,3,An account was successfully logged on.,2022-09-26T04:58:09.135000Z,1664168289.135,This event is generated when a logon session is created. It is generated on the computer that was accessed. The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service - or a local process such as Winlogon.exe or Services.exe. The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network). The New Logon fields indicate the account for whom the new logon was created - i.e. the account that was logged on. The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases. The impersonation level field indicates the extent to which a process in the logon session can impersonate. The authentication information fields provide detailed information about this specific logon request. - Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. - Transited services indicate which intermediate services have participated in this logon request. - Package name indicates which sub-protocol was used among the NTLM protocols. - Key length indicates the length of the generated session key. This will be 0 if no session key was requested.,candreea05-pc,00:E0:4C:8d:66:62,candreea05-pc,00:E0:4C:8d:66:62,candreea05-pc$,F7055A9,4624,payload,
Microsoft,Windows Vista,1.0,Microsoft-Windows-Security-Auditing:4624,3,An account was successfully logged on.,2022-09-26T04:58:10.135000Z,1664168290.135,This event is generated when a logon session is created. It is generated on the computer that was accessed. The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service - or a local process such as Winlogon.exe or Services.exe. The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network). The New Logon fields indicate the account for whom the new logon was created - i.e. the account that was logged on. The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases. The impersonation level field indicates the extent to which a process in the logon session can impersonate. The authentication information fields provide detailed information about this specific logon request. - Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. - Transited services indicate which intermediate services have participated in this logon request. - Package name indicates which sub-protocol was used among the NTLM protocols. - Key length indicates the length of the generated session key. This will be 0 if no session key was requested.,candreea05-pc,00:E0:4C:8d:66:62,candreea05-pc,00:E0:4C:8d:66:62,CAndreea,F7055A9,4624,payload,
Microsoft,Windows Server 2008,1.0,Microsoft-Windows-Security-Auditing:4664,3,An attempt was made to create a hard link.,2022-09-26T04:58:49.220000Z,1664168329.22,An attempt was made to create a hard link.,bvianette-pc,60:F6:77:06:ab:0e,bvianette-pc,7C:CC:B8:ac:5e:ef,BVianette,,4664,payload,
Microsoft,Windows Server 2008,1.0,Microsoft-Windows-Security-Auditing:4752,3,A member was removed from a security-disabled global group.,2022-09-26T04:59:31.305000Z,1664168371.305,A member was removed from a security-disabled global group.,jkaylajayde-mac,58:FB:84:8e:62:b9,jkaylajayde02-pc,C8:21:58:6a:b5:8d,JKaylajayde,,4752,payload,
Microsoft,Windows Server 2008,1.0,Microsoft-Windows-Security-Auditing:4692,5,Backup of data protection master key was attempted.,2022-09-26T05:00:13.390000Z,1664168413.39,Backup of data protection master key was attempted.,LINUX-R1N59I4722QO,28:7F:CF:47:17:0e,w2014r2004-srv,68:17:29:fc:04:24,DCourcy,,4692,payload,
Microsoft,Windows Server 2008,1.0,Microsoft-Windows-Security-Auditing:4624,3,An account was successfully logged on.,2022-09-26T05:00:55.475000Z,1664168455.475,This event is generated when a logon session is created. It is generated on the computer that was accessed. The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service - or a local process such as Winlogon.exe or Services.exe. The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network). The New Logon fields indicate the account for whom the new logon was created - i.e. the account that was logged on. The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases. The impersonation level field indicates the extent to which a process in the logon session can impersonate. The authentication information fields provide detailed information about this specific logon request. - Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. - Transited services indicate which intermediate services have participated in this logon request. - Package name indicates which sub-protocol was used among the NTLM protocols. - Key length indicates the length of the generated session key. This will be 0 if no session key was requested.,ACER-HGYKLG9YWAP,00:E0:4C:43:c7:bf,w2014r2001-srv,CC:D9:AC:96:81:50,ACER-HGYKLG9YWAP$,F958A78,4624,payload,
Microsoft,Windows Server 2008,1.0,Microsoft-Windows-Security-Auditing:4624,3,An account was successfully logged on.,2022-09-26T05:00:56.475000Z,1664168456.475,This event is generated when a logon session is created. It is generated on the computer that was accessed. The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service - or a local process such as Winlogon.exe or Services.exe. The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network). The New Logon fields indicate the account for whom the new logon was created - i.e. the account that was logged on. The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases. The impersonation level field indicates the extent to which a process in the logon session can impersonate. The authentication information fields provide detailed information about this specific logon request. - Logon GUID is a unique identifier that can be used to correlate this event with a KDC event. - Transited services indicate which intermediate services have participated in this logon request. - Package name indicates which sub-protocol was used among the NTLM protocols. - Key length indicates the length of the generated session key. This will be 0 if no session key was requested.,ACER-HGYKLG9YWAP,00:E0:4C:43:c7:bf,w2014r2001-srv,CC:D9:AC:96:81:50,AEstep,F958A78,4624,payload,
Microsoft,Windows Server 2008,1.0,Microsoft-Windows-Security-Auditing:4962,5,IPsec dropped an inbound packet that failed a replay check. The inbound packet had too low a sequence number to ensure it was not a replay.,2022-09-26T05:01:37.560000Z,1664168497.56,IPsec dropped an inbound packet that failed a replay check. The inbound packet had too low a sequence number to ensure it was not a replay.,DELL-6HOUC5A5,00:E0:4C:82:64:e0,w2019r2006-srv,A0:51:0B:e9:ad:73,EJayben,,4962,payload,
